file	object	offset	type	size	anm_script	vm	geometry
stage1.std	0	1208	0	28	0	0	-64	0	-12	512	256
stage1.std	1	1268	0	28	1	0	300	2	-48	96	96
stage1.std	1	1296	0	28	1	0	316	1	-96	64	64
stage1.std	1	1324	0	28	1	0	324	0	-126	32	32
stage1.std	1	1352	0	28	1	0	332	87	-48	96	96
stage1.std	1	1380	0	28	1	0	348	86	-96	64	64
stage1.std	1	1408	0	28	1	0	356	85	-126	32	32
stage1.std	1	1436	0	28	1	0	300	172	-48	96	96
stage1.std	1	1464	0	28	1	0	316	171	-96	64	64
stage1.std	1	1492	0	28	1	0	324	170	-126	32	32
stage1.std	1	1520	0	28	2	0	68	2	-48	96	96
stage1.std	1	1548	0	28	2	0	52	1	-96	64	64
stage1.std	1	1576	0	28	2	0	44	0	-126	32	32
stage1.std	1	1604	0	28	2	0	100	87	-48	96	96
stage1.std	1	1632	0	28	2	0	84	86	-96	64	64
stage1.std	1	1660	0	28	2	0	76	85	-126	32	32
stage1.std	1	1688	0	28	2	0	68	172	-48	96	96
stage1.std	1	1716	0	28	2	0	52	171	-96	64	64
stage1.std	1	1744	0	28	2	0	44	170	-126	32	32
stage1.std	2	1804	0	28	1	0	300	2	-48	96	96
stage1.std	2	1832	0	28	1	0	316	1	-96	64	64
stage1.std	2	1860	0	28	1	0	324	0	-126	32	32
stage1.std	2	1888	0	28	1	0	332	87	-48	96	96
stage1.std	2	1916	0	28	1	0	348	86	-96	64	64
stage1.std	2	1944	0	28	1	0	356	85	-126	32	32
stage1.std	2	1972	0	28	1	0	300	172	-48	96	96
stage1.std	2	2000	0	28	1	0	316	171	-96	64	64
stage1.std	2	2028	0	28	1	0	324	170	-126	32	32
stage1.std	2	2056	0	28	2	0	200	2	-48	96	96
stage1.std	2	2084	0	28	2	0	216	1	-96	64	64
stage1.std	2	2112	0	28	2	0	224	0	-126	32	32
stage1.std	2	2140	0	28	1	0	232	87	-48	96	96
stage1.std	2	2168	0	28	1	0	248	86	-96	64	64
stage1.std	2	2196	0	28	1	0	256	85	-126	32	32
stage1.std	2	2224	0	28	2	0	200	172	-48	96	96
stage1.std	2	2252	0	28	2	0	216	171	-96	64	64
stage1.std	2	2280	0	28	2	0	224	170	-126	32	32
stage1.std	2	2308	0	28	2	0	100	2	-48	96	96
stage1.std	2	2336	0	28	2	0	84	1	-96	64	64
stage1.std	2	2364	0	28	2	0	76	0	-126	32	32
stage1.std	2	2392	0	28	2	0	132	87	-48	96	96
stage1.std	2	2420	0	28	2	0	116	86	-96	64	64
stage1.std	2	2448	0	28	2	0	108	85	-126	32	32
stage1.std	2	2476	0	28	2	0	100	172	-48	96	96
stage1.std	2	2504	0	28	2	0	84	171	-96	64	64
stage1.std	2	2532	0	28	2	0	76	170	-126	32	32
stage1_s.std	0	1208	0	28	0	0	-64	0	-12	512	256
stage1_s.std	1	1268	0	28	1	0	300	2	-48	96	96
stage1_s.std	1	1296	0	28	1	0	316	1	-96	64	64
stage1_s.std	1	1324	0	28	1	0	324	0	-126	32	32
stage1_s.std	1	1352	0	28	1	0	332	87	-48	96	96
stage1_s.std	1	1380	0	28	1	0	348	86	-96	64	64
stage1_s.std	1	1408	0	28	1	0	356	85	-126	32	32
stage1_s.std	1	1436	0	28	1	0	300	172	-48	96	96
stage1_s.std	1	1464	0	28	1	0	316	171	-96	64	64
stage1_s.std	1	1492	0	28	1	0	324	170	-126	32	32
stage1_s.std	1	1520	0	28	2	0	68	2	-48	96	96
stage1_s.std	1	1548	0	28	2	0	52	1	-96	64	64
stage1_s.std	1	1576	0	28	2	0	44	0	-126	32	32
stage1_s.std	1	1604	0	28	2	0	100	87	-48	96	96
stage1_s.std	1	1632	0	28	2	0	84	86	-96	64	64
stage1_s.std	1	1660	0	28	2	0	76	85	-126	32	32
stage1_s.std	1	1688	0	28	2	0	68	172	-48	96	96
stage1_s.std	1	1716	0	28	2	0	52	171	-96	64	64
